0	0.1785	0	0	1	0	NAN	
0.051	0.179	-0.001	1	1	-2.55E-5	NAN	
0.101	0.0005	0.1015	1	1	0.002487	NAN	
0.151	0	0.097	1	1	0.0074495	NAN	
0.201	0.341	0.8855	1	1	0.032012	NAN	
0.251	0.372	0.805	1	1	0.0742745	NAN	
0.301	0.4025	0.7265	1	1	0.112562	NAN	
0.351	0.4335	0.645	1	1	0.1468495	NAN	
0.401	0.4635	0.5705	1	1	0.177237	NAN	
0.451	0.491	0.503	1	1	0.2040745	NAN	
0.501	0.5165	0.446	1	1	0.2277995	NAN	
0.551	0.087	-1.0235	1	1	0.213362	NAN	
0.601	-0.0945	-1.0235	1	1	0.162187	NAN	
0.651	-0.1585	-1.0235	1	1	0.111012	NAN	
0.701	-0.2015	-1.0235	1	1	0.059837	NAN	
0.751	-0.236	-1.0085	1	1	0.009037	NAN	
0.801	-0.2665	-0.934	1	1	-0.0395255	NAN	
0.851	-0.2935	-0.871	1	1	-0.0846505	NAN	
0.901	-0.3175	-0.809	1	1	-0.1266505	NAN	
0.951	-0.3405	-0.7525	1	1	-0.165688	NAN	
1.001	-0.3625	-0.6985	1	1	-0.201963	NAN	
1.051	-0.383	-0.6455	1	1	-0.235563	NAN	
1.101	0.0805	1.024	1	1	-0.2261005	NAN	
1.151	0.1775	1.024	1	1	-0.1749005	NAN	
1.201	0.23	1.024	1	1	-0.1237005	NAN	
1.251	0.2715	1.024	1	1	-0.0725005	NAN	
1.301	0.308	0.946	1	1	-0.0232505	NAN	
1.351	0.341	0.8835	1	1	0.022487	NAN	
1.401	0.3725	0.8045	1	1	0.064687	NAN	
1.451	0.405	0.7205	1	1	0.102812	NAN	
1.501	0.4365	0.6405	1	1	0.136837	NAN	
1.551	0.468	0.561	1	1	0.1668745	NAN	
1.601	0.496	0.4955	1	1	0.193287	NAN	
1.651	-0.04	-1.0235	1	1	0.180087	NAN	
1.701	-0.136	-1.0235	1	1	0.128912	NAN	
1.751	-0.1865	-1.0235	1	1	0.077737	NAN	
